Locality,Property_Type,Furnishing_Status,Area_SqFt,BHK_Size,Bathroom_Count,Balcony_Count,Property_Age,Region,Price_Lakhs
Versova,Apartment,Unfurnished,1020,3,3,1,2,MMR,335.18
Goregaon West,Apartment,Semi-Furnished,717,2,2,0,11,Mumbai,139.66
Mumbra,Apartment,Unfurnished,837,2,2,2,28,Thane,33.4
Vile Parle West,Apartment,Unfurnished,2433,5,5,1,12,Mumbai,1267.02
Dadar East,Apartment,Fully Furnished,732,3,3,2,6,MMR,365.49
Mahalaxmi,Apartment,Unfurnished,626,2,2,1,38,MMR,327.9
Versova,Apartment,Unfurnished,380,1,1,2,9,MMR,119.85
Goregaon East,Apartment,Unfurnished,649,2,2,1,4,Mumbai,132.85
Thane East,Apartment,Semi-Furnished,425,1,1,2,5,Thane,32.6
Kalyan,Apartment,Semi-Furnished,1299,4,4,3,14,Thane,43.92
Byculla,Apartment,Fully Furnished,423,1,1,0,11,Mumbai,147.86
Bandra West,Apartment,Unfurnished,676,2,2,2,14,Mumbai,380.93
Dadar West,Apartment,Unfurnished,815,3,3,2,4,MMR,343.99
Juhu,Apartment,Unfurnished,1448,4,4,1,7,Mumbai,793.95
Bandra East,Apartment,Unfurnished,408,1,1,1,12,Mumbai,167.11
Seawoods,Apartment,Fully Furnished,645,2,2,2,5,Navi Mumbai,101.69
Kalwa,Apartment,Semi-Furnished,972,3,3,2,2,Thane,70.67
Seawoods,Apartment,Unfurnished,1396,4,4,2,6,Navi Mumbai,153.04
Malad West,Apartment,Semi-Furnished,858,3,3,3,8,Mumbai,159.32
Nerul,Apartment,Unfurnished,2409,5,5,1,11,Navi Mumbai,298.44
Colaba,Apartment,Unfurnished,490,1,1,1,3,MMR,311.37
Chembur,Apartment,Unfurnished,702,2,2,1,10,Mumbai,125.4
Tardeo,Apartment,Unfurnished,411,1,1,2,4,MMR,206.43
Sion,Apartment,Semi-Furnished,912,3,3,1,2,Mumbai,302.18
Mazgaon,Apartment,Unfurnished,698,2,2,1,2,MMR,243.55
Goregaon West,Apartment,Semi-Furnished,2401,5,5,1,6,Mumbai,571.73
Dadar East,Apartment,Unfurnished,689,2,2,1,8,MMR,222.01
Byculla,Apartment,Unfurnished,507,1,1,1,2,Mumbai,174.76
Vikhroli,Apartment,Unfurnished,445,1,1,1,17,Mumbai,78.64
Sanpada,Apartment,Semi-Furnished,389,1,1,2,8,Navi Mumbai,53.51
Mahalaxmi,Apartment,Fully Furnished,452,2,2,1,9,MMR,232.18
Mumbra,Apartment,Unfurnished,1575,4,4,1,12,Thane,69.63
Thane West,Apartment,Semi-Furnished,425,1,1,0,38,Thane,33.28
Sewri,Apartment,Unfurnished,1619,4,4,2,14,MMR,397.67
Lokhandwala,Apartment,Semi-Furnished,1307,4,4,2,5,MMR,320.66
Mumbra,Apartment,Fully Furnished,904,3,3,3,6,Thane,40.32
Kandivali East,Apartment,Fully Furnished,685,2,2,1,10,Mumbai,98.17
Badlapur,Apartment,Semi-Furnished,779,2,2,0,18,Thane,23.93
Pedder Road,Apartment,Unfurnished,1066,3,3,2,9,MMR,611.63
Belapur,Apartment,Semi-Furnished,584,2,2,1,5,MMR,74.86
Kharghar,Apartment,Semi-Furnished,1494,4,4,0,7,Navi Mumbai,148.22
Dahisar,Apartment,Semi-Furnished,914,3,3,1,11,Mumbai,123.74
Mazgaon,Apartment,Unfurnished,637,2,2,1,40,MMR,159.37
Bkc (Bandra-Kurla),Apartment,Unfurnished,1567,4,4,3,15,MMR,1118.43
Cuffe Parade,Apartment,Semi-Furnished,1416,4,4,1,12,MMR,979.14
Mumbra,Apartment,Unfurnished,621,2,2,1,3,Thane,31.72
Kurla East,Apartment,Unfurnished,728,2,2,0,8,MMR,120.3
Powai,Apartment,Semi-Furnished,1022,4,4,1,2,Mumbai,367.22
Mulund West,Apartment,Semi-Furnished,400,1,1,2,12,Mumbai,70.72
Kopar Khairane,Apartment,Unfurnished,360,1,1,1,9,MMR,41.11
Vikhroli,Apartment,Unfurnished,696,2,2,1,29,Mumbai,92.96
Nala Sopara,Apartment,Fully Furnished,636,2,2,1,9,Vasai-Virar,25.16
Kopar Khairane,Apartment,Unfurnished,1934,4,4,1,8,MMR,195.99
Dombivli,Apartment,Semi-Furnished,811,2,2,1,2,Thane,52.81
Badlapur,Apartment,Unfurnished,729,3,3,0,2,Thane,32.41
Mulund East,Apartment,Unfurnished,851,3,3,2,31,Mumbai,107.64
Dadar East,Apartment,Unfurnished,1823,5,5,1,9,MMR,635.73
Santacruz East,Apartment,Unfurnished,492,2,2,1,31,Mumbai,132.8
Ambernath,Apartment,Fully Furnished,731,2,2,0,3,Thane,34.04
Bandra West,Apartment,Unfurnished,919,3,3,1,5,Mumbai,564.7
Taloja,Apartment,Unfurnished,697,2,2,2,2,Navi Mumbai,21.59
Nerul,Apartment,Unfurnished,812,2,2,2,3,Navi Mumbai,117.95
Matunga,Apartment,Unfurnished,725,2,2,1,2,MMR,207.16
Bandra East,Apartment,Unfurnished,664,2,2,1,20,Mumbai,242.79
Belapur,Apartment,Unfurnished,950,3,3,2,40,MMR,51.1
Chembur,Apartment,Unfurnished,579,2,2,1,7,Mumbai,125.82
Bhayandar,Apartment,Unfurnished,1255,4,4,1,17,Mira-Bhayandar,90.71
Panvel,Apartment,Fully Furnished,455,1,1,2,10,Navi Mumbai,37.84
Bhayandar,Apartment,Fully Furnished,569,2,2,1,7,Mira-Bhayandar,56.46
Ghansoli,Apartment,Fully Furnished,947,3,3,2,8,Navi Mumbai,95.5
Walkeshwar,Apartment,Unfurnished,2100,5,5,1,8,MMR,2005.23
Mazgaon,Apartment,Semi-Furnished,433,1,1,1,3,MMR,162.21
Ghatkopar West,Apartment,Unfurnished,666,2,2,1,8,Mumbai,146.51
Sion,Apartment,Fully Furnished,653,2,2,1,6,Mumbai,193.82
Marine Drive,Apartment,Unfurnished,1013,3,3,0,6,MMR,775.25
Nariman Point,Apartment,Semi-Furnished,295,1,1,1,16,MMR,161.26
Malabar Hill,Apartment,Unfurnished,1446,4,4,1,10,MMR,1078.12
Kanjurmarg,Apartment,Unfurnished,639,2,2,3,15,MMR,87.14
Vile Parle East,Apartment,Semi-Furnished,879,3,3,2,2,Mumbai,270.57
Malad West,Apartment,Unfurnished,1634,4,4,2,17,Mumbai,310.24
Oshiwara,Apartment,Unfurnished,1454,4,4,2,11,MMR,425.11
Ghatkopar East,Apartment,Semi-Furnished,449,1,1,1,12,Mumbai,61.9
Mazgaon,Apartment,Unfurnished,435,1,1,1,20,MMR,124.6
Breach Candy,Apartment,Semi-Furnished,911,3,3,2,14,MMR,671.58
Vile Parle East,Apartment,Fully Furnished,1346,4,4,1,21,Mumbai,359.79
Walkeshwar,Apartment,Unfurnished,859,3,3,1,8,MMR,707.58
Kandivali West,Apartment,Fully Furnished,1041,3,3,1,5,Mumbai,195.6
Sewri,Apartment,Unfurnished,1128,3,3,1,6,MMR,354.08
Matunga,Apartment,Unfurnished,1459,4,4,2,2,MMR,443.64
Breach Candy,Apartment,Semi-Furnished,692,3,3,1,4,MMR,441.32
Tardeo,Apartment,Unfurnished,647,2,2,2,6,MMR,373.94
Sion,Apartment,Fully Furnished,686,2,2,3,7,Mumbai,198.58
Vashi,Apartment,Fully Furnished,572,2,2,2,19,Navi Mumbai,78.6
Marine Drive,Apartment,Semi-Furnished,1109,3,3,2,22,MMR,765.93
Breach Candy,Apartment,Semi-Furnished,1363,4,4,1,12,MMR,1032.09
Kurla West,Apartment,Fully Furnished,1161,3,3,1,16,MMR,311.4
Mumbra,Apartment,Semi-Furnished,644,2,2,1,8,Thane,26.52
Sanpada,Apartment,Unfurnished,833,3,3,1,8,Navi Mumbai,90.02
Malad West,Apartment,Unfurnished,1380,4,4,2,11,Mumbai,272.32
Sewri,Apartment,Unfurnished,809,2,2,1,3,MMR,220.84
Mira Road,Apartment,Unfurnished,1826,4,4,2,12,Mira-Bhayandar,139.45
Mahalaxmi,Apartment,Semi-Furnished,367,1,1,1,12,MMR,216.39
Ambernath,Apartment,Unfurnished,3105,5,5,2,31,Thane,104.86
Ghatkopar East,Apartment,Unfurnished,844,3,3,3,26,Mumbai,133.61
Borivali West,Apartment,Unfurnished,933,3,3,1,10,Mumbai,137.82
Malad West,Apartment,Semi-Furnished,797,2,2,1,5,Mumbai,121.71
Taloja,Apartment,Fully Furnished,896,3,3,1,7,Navi Mumbai,58.55
Mahalaxmi,Apartment,Fully Furnished,1956,4,4,2,8,MMR,1566.82
Vile Parle West,Apartment,Semi-Furnished,854,3,3,2,2,Mumbai,326.92
Juhu,Apartment,Semi-Furnished,1472,4,4,3,7,Mumbai,758.37
Walkeshwar,Apartment,Semi-Furnished,920,3,3,1,6,MMR,612.2
Walkeshwar,Apartment,Fully Furnished,838,3,3,1,2,MMR,770.76
Vasai,Apartment,Semi-Furnished,1064,3,3,2,3,Vasai-Virar,44.32
Parel,Apartment,Unfurnished,1482,4,4,1,4,Mumbai,486.37
Dadar West,Apartment,Unfurnished,410,1,1,1,16,MMR,160.94
Ghansoli,Apartment,Semi-Furnished,639,2,2,0,7,Navi Mumbai,63.42
Malad West,Apartment,Semi-Furnished,612,2,2,2,14,Mumbai,117.63
Malabar Hill,Apartment,Semi-Furnished,490,2,2,1,6,MMR,357.23
Seawoods,Apartment,Semi-Furnished,776,2,2,3,12,Navi Mumbai,96.83
Belapur,Apartment,Unfurnished,720,2,2,1,3,MMR,46.0
Ghatkopar West,Apartment,Semi-Furnished,685,2,2,2,4,Mumbai,187.17
Andheri East,Apartment,Unfurnished,1490,4,4,1,14,Mumbai,362.99
Malabar Hill,Apartment,Semi-Furnished,1500,4,4,1,6,MMR,1169.1
Bandra East,Apartment,Fully Furnished,642,2,2,1,17,Mumbai,299.17
Chembur,Apartment,Unfurnished,452,1,1,1,6,Mumbai,96.06
Chembur,Apartment,Semi-Furnished,1332,4,4,1,17,Mumbai,211.94
Lokhandwala,Apartment,Unfurnished,656,2,2,3,17,MMR,130.3
Bkc (Bandra-Kurla),Apartment,Semi-Furnished,839,3,3,3,10,MMR,606.15
Versova,Apartment,Unfurnished,665,3,3,2,27,MMR,197.18
Kanjurmarg,Apartment,Unfurnished,582,2,2,3,14,MMR,78.09
Kalwa,Apartment,Semi-Furnished,540,2,2,0,4,Thane,24.19
Colaba,Apartment,Fully Furnished,3158,5,5,3,2,MMR,1874.47
Byculla,Apartment,Unfurnished,437,1,1,2,3,Mumbai,147.35
Virar,Apartment,Semi-Furnished,1040,3,3,1,12,Vasai-Virar,42.09
Thane East,Apartment,Unfurnished,646,2,2,0,21,Thane,51.7
Thane West,Apartment,Fully Furnished,657,2,2,0,4,Thane,89.27
Borivali West,Apartment,Semi-Furnished,486,1,1,1,7,Mumbai,101.75
Virar,Apartment,Unfurnished,1308,4,4,0,5,Vasai-Virar,54.56
Virar,Apartment,Semi-Furnished,531,2,2,3,13,Vasai-Virar,22.01
Dahisar,Apartment,Unfurnished,737,3,3,1,5,Mumbai,79.18
Ghatkopar West,Apartment,Semi-Furnished,652,2,2,3,22,Mumbai,115.21
Cuffe Parade,Apartment,Unfurnished,648,2,2,1,20,MMR,473.11
Sewri,Apartment,Semi-Furnished,899,3,3,1,5,MMR,327.84
Chembur,Apartment,Unfurnished,706,2,2,0,9,Mumbai,152.83
Lower Parel,Apartment,Fully Furnished,766,2,2,3,33,Mumbai,296.6
Bhayandar,Apartment,Unfurnished,780,2,2,2,15,Mira-Bhayandar,65.25
Chembur,Apartment,Semi-Furnished,386,1,1,1,8,Mumbai,87.14
Ulwe,Apartment,Unfurnished,364,1,1,2,11,Navi Mumbai,26.36
Versova,Apartment,Unfurnished,524,2,2,1,33,MMR,110.87
Thane West,Apartment,Unfurnished,315,1,1,2,2,Thane,46.76
Pedder Road,Apartment,Fully Furnished,909,3,3,1,10,MMR,593.53
Ghansoli,Apartment,Unfurnished,587,2,2,1,6,Navi Mumbai,59.24
Oshiwara,Apartment,Fully Furnished,714,2,2,3,17,MMR,216.54
Nala Sopara,Apartment,Semi-Furnished,735,3,3,0,31,Vasai-Virar,22.88
Sewri,Apartment,Fully Furnished,378,1,1,1,11,MMR,90.7
Vile Parle East,Apartment,Semi-Furnished,892,3,3,3,12,Mumbai,219.41
Goregaon West,Apartment,Unfurnished,674,2,2,3,19,Mumbai,136.51
Andheri East,Apartment,Fully Furnished,1137,3,3,0,3,Mumbai,276.4
Kalyan,Apartment,Unfurnished,883,2,2,1,3,Thane,50.28
Colaba,Apartment,Unfurnished,719,2,2,2,9,MMR,293.72
Ghatkopar West,Apartment,Unfurnished,1374,4,4,2,28,Mumbai,345.39
Bhandup,Apartment,Unfurnished,2027,5,5,2,5,Mumbai,326.44
Breach Candy,Apartment,Unfurnished,1202,4,4,1,2,MMR,698.24
Malabar Hill,Apartment,Unfurnished,631,2,2,3,3,MMR,489.96
Kalwa,Apartment,Fully Furnished,728,2,2,1,4,Thane,60.2
Ghatkopar East,Apartment,Unfurnished,934,3,3,2,7,Mumbai,132.1
Ghatkopar East,Apartment,Unfurnished,688,2,2,1,26,Mumbai,116.28
Dahisar,Apartment,Fully Furnished,689,2,2,1,14,Mumbai,60.05
Dadar East,Apartment,Unfurnished,444,1,1,2,4,MMR,158.01
Thane West,Apartment,Unfurnished,1927,5,5,1,4,Thane,186.19
Lokhandwala,Apartment,Unfurnished,624,2,2,0,7,MMR,172.36
Kanjurmarg,Apartment,Semi-Furnished,445,1,1,1,23,MMR,50.56
Oshiwara,Apartment,Unfurnished,859,3,3,2,3,MMR,208.31
Panvel,Apartment,Semi-Furnished,1067,3,3,1,11,Navi Mumbai,80.06
Bhandup,Apartment,Semi-Furnished,709,2,2,1,2,Mumbai,131.95
Kandivali East,Apartment,Fully Furnished,448,1,1,1,34,Mumbai,58.95
Vile Parle East,Apartment,Unfurnished,670,2,2,2,9,Mumbai,199.86
Kalyan,Apartment,Semi-Furnished,670,2,2,1,7,Thane,38.64
Seawoods,Apartment,Fully Furnished,467,1,1,1,4,Navi Mumbai,34.31
Vile Parle West,Apartment,Unfurnished,1254,3,3,1,17,Mumbai,532.41
Ghatkopar West,Apartment,Semi-Furnished,606,2,2,1,17,Mumbai,128.08
Santacruz East,Apartment,Unfurnished,921,3,3,2,29,Mumbai,206.7
Bkc (Bandra-Kurla),Apartment,Semi-Furnished,1910,4,4,1,6,MMR,1836.01
Wadala,Apartment,Unfurnished,611,2,2,1,21,Mumbai,170.33
Walkeshwar,Apartment,Semi-Furnished,609,2,2,3,8,MMR,436.33
Vile Parle East,Apartment,Fully Furnished,716,2,2,1,3,Mumbai,221.04
Colaba,Apartment,Unfurnished,506,1,1,2,16,MMR,338.94
Badlapur,Apartment,Fully Furnished,1032,3,3,2,8,Thane,46.5
Wadala,Apartment,Fully Furnished,1282,4,4,2,5,Mumbai,473.59
Kandivali West,Apartment,Fully Furnished,603,2,2,1,2,Mumbai,90.5
Sewri,Apartment,Semi-Furnished,353,1,1,1,11,MMR,107.22
Malad West,Apartment,Semi-Furnished,453,1,1,2,27,Mumbai,70.97
Juhu,Apartment,Semi-Furnished,1096,3,3,1,4,Mumbai,501.1
Worli,Apartment,Semi-Furnished,1666,5,5,0,20,Mumbai,1234.98
Marine Drive,Apartment,Unfurnished,818,3,3,1,5,MMR,515.04
Breach Candy,Apartment,Unfurnished,1003,3,3,3,4,MMR,723.99
Santacruz West,Apartment,Semi-Furnished,1399,4,4,0,6,Mumbai,703.56
Santacruz East,Apartment,Fully Furnished,358,1,1,1,9,Mumbai,110.61
Khar West,Apartment,Semi-Furnished,1168,3,3,1,2,MMR,568.03
Byculla,Apartment,Unfurnished,678,2,2,2,12,Mumbai,256.38
Kalwa,Apartment,Unfurnished,680,2,2,1,6,Thane,42.03
Kandivali East,Apartment,Unfurnished,463,1,1,2,12,Mumbai,52.65
Vashi,Apartment,Semi-Furnished,992,3,3,2,4,Navi Mumbai,169.93
Nerul,Apartment,Semi-Furnished,868,3,3,1,32,Navi Mumbai,112.97
Mumbra,Apartment,Semi-Furnished,2440,5,5,1,10,Thane,132.22
Manpada,Apartment,Unfurnished,1236,4,4,1,29,MMR,116.89
Mulund East,Apartment,Semi-Furnished,780,2,2,2,3,Mumbai,116.26
Borivali West,Apartment,Unfurnished,575,2,2,1,11,Mumbai,103.52
Kandivali East,Apartment,Unfurnished,707,2,2,0,8,Mumbai,81.55
Kopar Khairane,Apartment,Semi-Furnished,850,3,3,3,8,MMR,92.29
Santacruz East,Apartment,Unfurnished,1542,4,4,2,11,Mumbai,424.09
Ulwe,Apartment,Unfurnished,647,2,2,1,22,Navi Mumbai,45.83
Mazgaon,Apartment,Semi-Furnished,2072,5,5,2,10,MMR,617.94
Andheri West,Apartment,Fully Furnished,449,1,1,2,21,Mumbai,169.85
Nala Sopara,Apartment,Semi-Furnished,1176,3,3,1,16,Vasai-Virar,59.21
Sion,Apartment,Unfurnished,466,1,1,1,10,Mumbai,97.82
Lokhandwala,Apartment,Unfurnished,786,3,3,1,12,MMR,206.57
Thane West,Apartment,Fully Furnished,654,2,2,3,4,Thane,53.76
Vashi,Apartment,Unfurnished,1470,4,4,1,39,Navi Mumbai,230.12
Airoli,Apartment,Semi-Furnished,2957,5,5,3,3,Navi Mumbai,221.99
Kanjurmarg,Apartment,Unfurnished,728,2,2,1,3,MMR,111.22
Vashi,Apartment,Semi-Furnished,485,1,1,1,35,Navi Mumbai,44.88
Breach Candy,Apartment,Fully Furnished,460,1,1,0,36,MMR,338.75
Andheri West,Apartment,Unfurnished,670,2,2,1,39,Mumbai,226.8
Byculla,Apartment,Unfurnished,422,1,1,2,16,Mumbai,162.2
Mira Road,Apartment,Unfurnished,633,2,2,1,6,Mira-Bhayandar,53.14
Ghansoli,Apartment,Fully Furnished,626,2,2,3,6,Navi Mumbai,63.85
Sanpada,Apartment,Semi-Furnished,1107,3,3,1,5,Navi Mumbai,132.95
Virar,Apartment,Semi-Furnished,883,3,3,2,2,Vasai-Virar,51.5
Ghatkopar West,Apartment,Unfurnished,595,2,2,1,5,Mumbai,112.87
Dadar West,Apartment,Unfurnished,2251,5,5,1,20,MMR,751.25
Mazgaon,Apartment,Unfurnished,1363,4,4,1,7,MMR,226.74
Vashi,Apartment,Semi-Furnished,1163,3,3,1,34,Navi Mumbai,164.88
Kanjurmarg,Apartment,Semi-Furnished,620,2,2,3,37,MMR,116.93
Kandivali West,Apartment,Semi-Furnished,648,2,2,3,20,Mumbai,132.93
Ghodbunder Road,Apartment,Unfurnished,743,3,3,1,14,MMR,41.07
Malabar Hill,Apartment,Semi-Furnished,1133,3,3,1,19,MMR,818.1
Bhandup,Apartment,Unfurnished,485,1,1,1,4,Mumbai,59.81
Colaba,Apartment,Fully Furnished,1022,3,3,1,4,MMR,635.51
Santacruz West,Apartment,Unfurnished,540,2,2,1,4,Mumbai,189.89
Sion,Apartment,Unfurnished,795,3,3,3,11,Mumbai,161.41
Vile Parle East,Apartment,Unfurnished,810,2,2,1,5,Mumbai,198.51
Worli,Apartment,Semi-Furnished,681,2,2,1,20,Mumbai,519.72
Powai,Apartment,Semi-Furnished,863,3,3,1,26,Mumbai,257.76
Vashi,Apartment,Semi-Furnished,1122,4,4,1,11,Navi Mumbai,174.34
Breach Candy,Apartment,Unfurnished,497,1,1,2,3,MMR,267.17
Versova,Apartment,Unfurnished,434,1,1,2,12,MMR,120.46
Dahisar,Apartment,Unfurnished,447,1,1,1,39,Mumbai,47.15
Goregaon West,Apartment,Unfurnished,447,1,1,2,10,Mumbai,69.3
Walkeshwar,Apartment,Unfurnished,1363,4,4,2,23,MMR,843.01
Airoli,Apartment,Fully Furnished,1449,4,4,2,2,Navi Mumbai,152.36
Mulund East,Apartment,Fully Furnished,471,1,1,2,10,Mumbai,72.03
Bhayandar,Apartment,Semi-Furnished,340,1,1,0,24,Mira-Bhayandar,23.83
Matunga,Apartment,Unfurnished,1106,4,4,2,13,MMR,353.12
Tardeo,Apartment,Semi-Furnished,547,2,2,1,14,MMR,331.81
Badlapur,Apartment,Unfurnished,613,2,2,1,7,Thane,21.63
Santacruz West,Apartment,Fully Furnished,1032,3,3,3,11,Mumbai,378.77
Walkeshwar,Apartment,Unfurnished,2789,5,5,1,13,MMR,1725.71
Versova,Apartment,Unfurnished,739,2,2,1,19,MMR,231.82
Badlapur,Apartment,Semi-Furnished,584,2,2,1,12,Thane,23.72
Santacruz East,Apartment,Fully Furnished,548,1,1,3,14,Mumbai,156.95
Colaba,Apartment,Fully Furnished,923,3,3,2,8,MMR,635.91
Andheri East,Apartment,Semi-Furnished,1271,3,3,1,4,Mumbai,225.1
Powai,Apartment,Fully Furnished,3194,5,5,3,28,Mumbai,582.5
Parel,Apartment,Fully Furnished,512,1,1,2,35,Mumbai,205.1
Dadar West,Apartment,Unfurnished,399,1,1,1,11,MMR,98.18
Kurla West,Apartment,Semi-Furnished,686,2,2,3,7,MMR,188.69
Mumbra,Apartment,Unfurnished,756,3,3,1,11,Thane,25.55
Seawoods,Apartment,Unfurnished,1002,3,3,2,2,Navi Mumbai,125.6
Vikhroli,Apartment,Unfurnished,602,2,2,2,37,Mumbai,118.91
Byculla,Apartment,Unfurnished,942,3,3,2,7,Mumbai,335.23
Ghodbunder Road,Apartment,Fully Furnished,575,2,2,2,39,MMR,47.04
Mumbra,Apartment,Unfurnished,775,2,2,1,5,Thane,38.94
Lokhandwala,Apartment,Unfurnished,1768,4,4,3,9,MMR,468.74
Lokhandwala,Apartment,Unfurnished,2589,5,5,3,20,MMR,883.38
Matunga,Apartment,Unfurnished,423,1,1,0,19,MMR,126.15
Naigaon,Apartment,Fully Furnished,992,3,3,1,4,Vasai-Virar,48.59
Bandra East,Apartment,Semi-Furnished,772,2,2,2,9,Mumbai,299.99
Kandivali East,Apartment,Semi-Furnished,950,3,3,1,16,Mumbai,85.35
Dadar East,Apartment,Unfurnished,889,3,3,2,8,MMR,247.43
Marine Drive,Apartment,Fully Furnished,464,1,1,3,19,MMR,319.1
Ulwe,Apartment,Unfurnished,573,2,2,2,29,Navi Mumbai,38.43
Dadar West,Apartment,Unfurnished,573,2,2,3,11,MMR,240.32
Thane East,Apartment,Unfurnished,525,2,2,1,6,Thane,31.55
Colaba,Apartment,Fully Furnished,691,2,2,1,2,MMR,414.13
Vile Parle West,Apartment,Fully Furnished,447,1,1,1,10,Mumbai,241.1
Ghatkopar West,Apartment,Fully Furnished,958,3,3,3,2,Mumbai,216.29
Sewri,Apartment,Unfurnished,703,2,2,1,38,MMR,205.01
Kalwa,Apartment,Unfurnished,556,2,2,2,8,Thane,47.65
Cuffe Parade,Apartment,Unfurnished,678,2,2,2,13,MMR,549.83
Andheri East,Apartment,Semi-Furnished,473,1,1,1,3,Mumbai,112.53
Manpada,Apartment,Semi-Furnished,845,2,2,1,7,MMR,88.26
Parel,Apartment,Unfurnished,2847,5,5,1,10,Mumbai,1172.91
Walkeshwar,Apartment,Semi-Furnished,1788,4,4,3,14,MMR,973.52
Andheri East,Apartment,Fully Furnished,680,2,2,1,22,Mumbai,127.25
Malad East,Apartment,Semi-Furnished,521,2,2,3,17,Mumbai,68.99
Dadar East,Apartment,Unfurnished,457,1,1,2,28,MMR,114.09
Airoli,Apartment,Fully Furnished,418,1,1,1,6,Navi Mumbai,50.55
Mazgaon,Apartment,Unfurnished,480,1,1,1,15,MMR,135.62
Bhayandar,Apartment,Fully Furnished,675,2,2,1,21,Mira-Bhayandar,53.36
Virar,Apartment,Unfurnished,809,3,3,2,37,Vasai-Virar,34.35
Wadala,Apartment,Unfurnished,677,2,2,1,14,Mumbai,171.45
Seawoods,Apartment,Fully Furnished,428,2,2,0,23,Navi Mumbai,50.4
Ghatkopar West,Apartment,Unfurnished,725,3,3,1,11,Mumbai,128.51
Prabhadevi,Apartment,Unfurnished,376,1,1,2,2,Mumbai,204.19
Sanpada,Apartment,Fully Furnished,549,2,2,1,12,Navi Mumbai,66.89
Dombivli,Apartment,Fully Furnished,1011,3,3,2,5,Thane,63.44
Khar West,Apartment,Fully Furnished,1435,4,4,1,33,MMR,1002.64
Kurla West,Apartment,Unfurnished,641,3,3,2,6,MMR,88.66
Seawoods,Apartment,Unfurnished,532,2,2,1,3,Navi Mumbai,56.8
Naigaon,Apartment,Semi-Furnished,864,3,3,2,40,Vasai-Virar,30.38
Juhu,Apartment,Semi-Furnished,696,3,3,2,39,Mumbai,342.28
Oshiwara,Apartment,Unfurnished,906,3,3,2,10,MMR,192.55
Santacruz West,Apartment,Fully Furnished,934,3,3,1,2,Mumbai,407.6
Bhandup,Apartment,Fully Furnished,837,3,3,1,3,Mumbai,80.99
Nerul,Apartment,Unfurnished,514,1,1,2,7,Navi Mumbai,57.63
Sewri,Apartment,Semi-Furnished,662,2,2,1,25,MMR,222.65
Kanjurmarg,Apartment,Semi-Furnished,1713,4,4,3,13,MMR,257.28
Chembur,Apartment,Unfurnished,671,2,2,1,24,Mumbai,101.49
Manpada,Apartment,Semi-Furnished,564,2,2,2,13,MMR,35.06
Versova,Apartment,Fully Furnished,435,1,1,1,6,MMR,156.6
Khar West,Apartment,Unfurnished,2035,5,5,1,13,MMR,826.35
Mazgaon,Apartment,Unfurnished,618,2,2,3,9,MMR,215.75
Malabar Hill,Apartment,Unfurnished,745,2,2,1,9,MMR,515.75
Goregaon East,Apartment,Fully Furnished,476,2,2,0,9,Mumbai,70.12
Kandivali East,Apartment,Unfurnished,849,3,3,1,29,Mumbai,102.53
Bkc (Bandra-Kurla),Apartment,Fully Furnished,416,1,1,1,8,MMR,233.36
Dahisar,Apartment,Unfurnished,1065,3,3,1,19,Mumbai,109.9
Mazgaon,Apartment,Semi-Furnished,658,2,2,1,21,MMR,201.12
Nariman Point,Apartment,Unfurnished,913,3,3,0,6,MMR,549.13
Mazgaon,Apartment,Unfurnished,641,2,2,1,13,MMR,157.03
Seawoods,Apartment,Semi-Furnished,636,2,2,2,37,Navi Mumbai,86.35
Mira Road,Apartment,Fully Furnished,519,1,1,2,23,Mira-Bhayandar,47.58
Mulund East,Apartment,Fully Furnished,587,2,2,2,27,Mumbai,87.51
Ghatkopar West,Apartment,Unfurnished,881,3,3,1,10,Mumbai,235.62
Dahisar,Apartment,Unfurnished,578,2,2,3,9,Mumbai,67.05
Oshiwara,Apartment,Fully Furnished,701,2,2,2,2,MMR,210.08
Ghatkopar East,Apartment,Unfurnished,982,3,3,2,2,Mumbai,205.7
Mumbra,Apartment,Unfurnished,506,2,2,1,5,Thane,22.5
Kalwa,Apartment,Semi-Furnished,627,2,2,1,21,Thane,39.99
Mazgaon,Apartment,Unfurnished,384,1,1,0,4,MMR,92.1
Ulwe,Apartment,Unfurnished,957,3,3,0,7,Navi Mumbai,68.94
Kandivali East,Apartment,Semi-Furnished,457,1,1,1,13,Mumbai,67.14
Bhandup,Apartment,Unfurnished,632,2,2,3,3,Mumbai,59.55
Bandra West,Apartment,Unfurnished,942,3,3,2,3,Mumbai,412.27
Borivali West,Apartment,Unfurnished,485,1,1,0,18,Mumbai,73.18
Andheri West,Apartment,Fully Furnished,1183,3,3,2,2,Mumbai,398.78
Kalwa,Apartment,Unfurnished,747,2,2,1,10,Thane,49.03
Kurla East,Apartment,Semi-Furnished,1361,4,4,1,9,MMR,253.81
Dadar East,Apartment,Fully Furnished,1147,3,3,2,9,MMR,407.74
Cuffe Parade,Apartment,Unfurnished,783,2,2,1,12,MMR,659.23
Mira Road,Apartment,Semi-Furnished,653,2,2,0,29,Mira-Bhayandar,69.13
Santacruz East,Apartment,Fully Furnished,410,1,1,2,5,Mumbai,114.48
Vile Parle West,Apartment,Unfurnished,1217,3,3,1,10,Mumbai,405.62
Lower Parel,Apartment,Unfurnished,923,3,3,3,15,Mumbai,488.17
Cuffe Parade,Apartment,Fully Furnished,873,3,3,2,14,MMR,652.93
